MONTH_KEY	DIST_KEY	PROD_KEY	TARGET
202307	32	24	82595
202307	32	36	75261
202307	32	28	52020
202307	32	10	81934
202307	32	5	11880
202307	32	25	107414
202307	32	4	172412
202307	32	38	116680
202307	32	19	128819
202307	32	33	65165
202307	32	40	21695
202307	32	30	67587
202307	32	32	26657
202307	32	1	8354
202307	32	12	26372
202307	32	9	17991
202307	32	2	60313
202307	32	35	20933
202307	32	34	56781
202307	32	7	130552
202307	32	29	53088
202307	32	6	61317
202307	12	31	19411
202307	12	19	86816
202307	12	20	46014
202307	12	3	33301
202307	12	6	79495
202307	12	5	11057
202307	12	11	16859
202307	12	21	38930
202307	12	13	35941
202307	12	4	96603
202307	12	10	95729
202307	12	26	56080
202307	12	32	46875
202307	12	38	57467
202307	12	23	9102
202307	12	9	13030
202307	12	35	9341
202307	12	12	24679
202307	12	17	19892
202307	12	2	58279
202307	12	28	26504
202307	12	15	8451
202307	12	22	39402
202307	12	8	69147
202307	12	29	30430
202307	12	18	54499
202307	12	33	27850
202307	12	34	47197
202307	12	30	62677
202307	12	27	93923
202307	12	14	32905
202307	12	24	50483
202307	12	1	5236
202307	12	39	63365
202307	12	7	107859
202307	12	25	54243
202307	12	40	12960
202307	12	16	26785
202307	12	36	32136
202307	12	37	14851
202307	92	38	95170
202307	92	5	23459
202307	92	13	102093
202307	92	18	89224
202307	92	22	184775
202307	92	30	91095
202307	92	6	108675
202307	92	25	101008
202307	92	29	84688
202307	92	7	117917
202307	92	12	37354
202307	92	34	80047
202307	92	33	51836
202307	92	26	82997
202307	92	24	63597
202307	92	23	24314
202307	92	37	27567
202307	92	19	161177
202307	92	3	52416
202307	92	17	21560
202307	92	9	22094
202307	92	21	82866
202307	92	36	80087
202307	92	20	71726
202307	92	40	7292
202307	92	10	123990
202307	92	8	144649
202307	92	14	52463
202307	92	1	6934
202307	92	28	61019
202307	92	32	39455
202307	92	39	47765
202307	92	35	34223
202307	92	11	23311
202307	92	2	73523
202307	92	31	27507
202307	92	27	87354
202307	92	4	105757
202307	92	15	15620
202307	92	16	52012
202307	40	35	9884
202307	40	22	96696
202307	40	5	15500
202307	40	37	10421
202307	40	13	35819
202307	40	2	60617
202307	40	8	84093
202307	40	31	24588
202307	40	39	60082
202307	40	12	26202
202307	40	27	39530
202307	40	9	21456
202307	40	36	80155
202307	40	19	91682
202307	40	30	59614
202307	40	7	110175
202307	40	21	70884
202307	40	3	29500
202307	40	20	67777
202307	40	11	8291
202307	40	33	23714
202307	40	6	92666
202307	40	1	3230
202307	40	25	77086
202307	40	14	32686
202307	40	40	9792
202307	40	24	65414
202307	40	32	30030
202307	40	16	23305
202307	40	23	13906
202307	40	4	101277
202307	40	38	63659
202307	40	28	32050
202307	40	10	67014
202307	40	34	41731
202307	40	29	42605
202307	40	18	96081
202307	40	17	24559
202307	40	15	10730
202307	40	26	34086
202307	72	21	42318
202307	72	13	31422
202307	72	40	9464
202307	72	11	23623
202307	72	30	44682
202307	72	8	74607
202307	72	31	19287
202307	72	35	14904
202307	72	39	61732
202307	72	33	54473
202307	72	26	63004
202307	72	6	85188
202307	72	3	59150
202307	72	18	38946
202307	72	4	69443
202307	72	34	63002
202307	72	24	83381
202307	72	37	13120
202307	72	38	54428
202307	72	29	35011
202307	72	2	42542
202307	72	27	73330
202307	72	20	40861
202307	72	28	45205
202307	72	22	87281
202307	72	9	15397
202307	72	5	14289
202307	72	14	65686
202307	72	1	4873
202307	72	32	17821
202307	72	10	66389
202307	72	36	25937
202307	72	15	7554
202307	72	19	83397
202307	72	17	19354
202307	72	7	63053
202307	72	12	20717
202307	72	16	15612
202307	72	25	48969
202307	72	23	15305
202307	52	32	37674
202307	52	35	15463
202307	52	30	68754
202307	52	33	55449
202307	52	22	65875
202307	52	31	14656
202307	52	20	50115
202307	52	16	25829
202307	52	5	13513
202307	52	39	59419
202307	52	24	44810
202307	52	36	63010
202307	52	26	40837
202307	52	21	29813
202307	52	9	16195
202307	52	14	22895
202307	52	15	7668
202307	52	19	103011
202307	52	12	9503
202307	52	18	74866
202307	52	38	32520
202307	52	23	12113
202307	52	3	49942
202307	52	8	32619
202307	52	25	62309
202307	52	40	8645
202307	52	27	57955
202307	52	11	13150
202307	52	17	23292
202307	52	37	14465
202307	52	1	5642
202307	52	29	42353
202307	52	6	80267
202307	52	34	38524
202307	52	13	35676
202307	52	2	62498
202307	52	10	69038
202307	52	7	100167
202307	52	28	32165
202307	52	4	133149
202307	156	30	50982
202307	156	1	6717
202307	156	17	15204
202307	156	12	27440
202307	156	28	43907
202307	156	3	39574
202307	156	6	94130
202307	156	11	27145
202307	156	19	96989
202307	156	10	71293
202307	156	22	110052
202307	156	14	48792
202307	156	38	81886
202307	156	21	79768
202307	156	37	11672
202307	156	36	56427
202307	156	20	36676
202307	156	2	81122
202307	156	27	88611
202307	156	7	109689
202307	156	25	68862
202307	156	23	17763
202307	156	16	29156
202307	156	34	43232
202307	156	8	58729
202307	156	13	29517
202307	156	40	6233
202307	156	35	14331
202307	156	5	22288
202307	156	4	60267
202307	156	26	29793
202307	156	39	72600
202307	156	29	25306
202307	156	24	48923
202307	156	32	50249
202307	156	15	8981
202307	156	33	32172
202307	156	9	16721
202307	156	31	21865
202307	156	18	72485
202307	232	6	89945
202307	232	18	66027
202307	232	31	32080
202307	232	9	28022
202307	232	29	42523
202307	232	40	15200
202307	232	15	14682
202307	232	8	58948
202307	232	16	26228
202307	232	28	25573
202307	232	2	70892
202307	232	32	17351
202307	232	21	79935
202307	232	36	77629
202307	232	38	70082
202307	232	4	63086
202307	232	34	40264
202307	232	12	11645
202307	232	27	66116
202307	232	17	28435
202307	232	33	37520
202307	232	35	18723
202307	232	39	59152
202307	232	11	20509
202307	232	3	33821
202307	232	26	33478
202307	232	20	59006
202307	232	22	65967
202307	232	19	69419
202307	232	7	67967
202307	232	5	21802
202307	232	1	6182
202307	232	37	18199
202307	232	14	64988
202307	232	30	92571
202307	232	10	67478
202307	232	25	80560
202307	232	13	37184
202307	232	23	18615
202307	232	24	88244
202307	192	26	67828
202307	192	27	84557
202307	192	40	9308
202307	192	17	31404
202307	192	21	63436
202307	192	14	38589
202307	192	4	69938
202307	192	34	56937
202307	192	18	47930
202307	192	32	13402
202307	192	5	24422
202307	192	37	10687
202307	192	24	36892
202307	192	2	56828
202307	192	23	14113
202307	192	19	140658
202307	192	3	52896
202307	192	10	76396
202307	192	1	4992
202307	192	31	14391
202307	192	29	27197
202307	192	6	32854
202307	192	36	55821
202307	192	33	30245
202307	192	35	12137
202307	192	7	97146
202307	192	39	38698
202307	192	11	20729
202307	192	30	56561
202307	192	12	28853
202307	192	9	21751
202307	192	13	25766
202307	192	22	116781
202307	192	15	13266
202307	192	38	79446
202307	192	25	108097
202307	192	16	17278
202307	192	28	41978
202307	192	20	58583
202307	192	8	67413
202307	164	2	58519
202307	164	19	158587
202307	164	27	56262
202307	164	5	17928
202307	164	12	18362
202307	164	17	16996
202307	164	14	42902
202307	164	1	3130
202307	164	40	13668
202307	164	31	21538
202307	164	6	97939
202307	164	11	18344
202307	164	10	102994
202307	164	23	9862
202307	164	8	33456
202307	164	7	107707
202307	164	35	22957
202307	164	28	37910
202307	164	29	30965
202307	164	15	5455
202307	164	3	37906
202307	164	24	54912
202307	164	21	60061
202307	164	37	8824
202307	164	34	39724
202307	164	25	93295
202307	164	38	45626
202307	164	22	76143
202307	164	26	89448
202307	164	9	14252
202307	164	4	116107
202307	164	13	38018
202307	164	16	25124
202307	164	30	76025
202307	164	39	46336
202307	164	20	38652
202307	164	33	54488
202307	164	18	50331
202307	164	36	54238
202307	164	32	33265
202307	244	7	115329
202307	244	5	10477
202307	244	34	53883
202307	244	10	100021
202307	244	4	146063
202307	244	28	29260
202307	244	25	126067
202307	244	33	43243
202307	244	24	93076
202307	244	2	95069
202307	244	15	14114
202307	244	8	74570
202307	244	6	116213
202307	244	38	71552
202307	244	36	70982
202307	244	21	105866
202307	244	22	167966
202307	244	39	78987
202307	244	16	46377
202307	244	30	51778
202307	244	17	31908
202307	244	35	26819
202307	244	9	42075
202307	244	31	25943
202307	244	23	18343
202307	244	1	7594
202307	244	40	15042
202307	244	14	45672
202307	244	27	93671
202307	244	32	48225
202307	244	11	25028
202307	244	3	55976
202307	244	20	55766
202307	244	12	32946
202307	244	26	80668
202307	244	19	101730
202307	244	13	67347
202307	244	29	61417
202307	244	37	20285
202307	244	18	70074
202307	112	8	136081
202307	112	13	59170
202307	112	35	24959
202307	112	26	67031
202307	112	38	100457
202307	112	37	17134
202307	112	34	65281
202307	112	28	43066
202307	112	25	87989
202307	112	2	116351
202307	112	18	69804
202307	112	23	22841
202307	112	7	129625
202307	112	17	25471
202307	112	19	136610
202307	112	11	16139
202307	112	15	10097
202307	112	27	149803
202307	112	32	33048
202307	112	20	80540
202307	112	30	72922
202307	112	24	81852
202307	112	3	87955
202307	112	22	63633
202307	112	40	15996
202307	112	1	11152
202307	112	12	31520
202307	112	36	34447
202307	112	5	17333
202307	112	10	123886
202307	112	33	58367
202307	112	29	57816
202307	112	16	32990
202307	112	31	21827
202307	112	4	134239
202307	112	39	51326
202307	112	6	92607
202307	112	14	88064
202307	112	21	73941
202307	112	9	28763
202307	104	12	35282
202307	104	39	82911
202307	104	28	40643
202307	104	25	97963
202307	104	21	86919
202307	104	10	89972
202307	104	32	51258
202307	104	14	69483
202307	104	16	46051
202307	104	8	76627
202307	104	34	98319
202307	104	4	118060
202307	104	1	11510
202307	104	31	32852
202307	104	22	124486
202307	104	35	29709
202307	104	15	15123
202307	104	19	151013
202307	104	11	26650
202307	104	38	87553
202307	104	5	13572
202307	104	37	20120
202307	104	17	45639
202307	104	23	27715
202307	104	3	70587
202307	104	18	96373
202307	104	24	110651
202307	104	27	77641
202307	104	6	71244
202307	104	26	75579
202307	104	29	50242
202307	104	7	129563
202307	104	20	71043
202307	104	13	67254
202307	104	30	65342
202307	104	33	54451
202307	104	2	82343
202307	104	9	29805
202307	104	40	15342
202307	104	36	62244
202307	168	13	35756
202307	168	10	63925
202307	168	4	68062
202307	168	6	77047
202307	168	22	121354
202307	168	15	11493
202307	168	37	6519
202307	168	24	68881
202307	168	32	28949
202307	168	18	54147
202307	168	12	24065
202307	168	25	118792
202307	168	16	28854
202307	168	40	14383
202307	168	27	66295
202307	168	23	11364
202307	168	1	8611
202307	168	39	55883
202307	168	5	17527
202307	168	20	55349
202307	168	29	39663
202307	168	14	33337
202307	168	19	101092
202307	168	11	20529
202307	168	33	31619
202307	168	2	62889
202307	168	36	52377
202307	168	34	35538
202307	168	8	97946
202307	168	26	46578
202307	168	7	135551
202307	168	30	67374
202307	168	31	16311
202307	168	28	25756
202307	168	38	64374
202307	168	17	22117
202307	168	3	42349
202307	168	35	18501
202307	168	21	35300
202307	168	9	22828
202307	84	28	24944
202307	84	10	82527
202307	84	39	32376
202307	84	32	25079
202307	84	14	48288
202307	84	40	9332
202307	84	5	18838
202307	84	2	50318
202307	84	18	41546
202307	84	7	113026
202307	84	25	83810
202307	84	1	7280
202307	84	27	37494
202307	84	19	107522
202307	84	34	47603
202307	84	38	54240
202307	84	23	14190
202307	84	26	83431
202307	84	20	63667
202307	84	6	44523
202307	84	17	9401
202307	84	37	17829
202307	84	35	22998
202307	84	9	16559
202307	84	8	28258
202307	84	11	11519
202307	84	4	56898
202307	84	30	86664
202307	84	31	25645
202307	84	24	65389
202307	84	15	7864
202307	84	13	55746
202307	84	36	63253
202307	84	16	33347
202307	84	12	15170
202307	84	22	90866
202307	84	29	35800
202307	84	33	31484
202307	84	3	39777
202307	84	21	45375
202307	184	15	19948
202307	184	20	103561
202307	184	17	24112
202307	184	27	59371
202307	184	5	26222
202307	184	33	74783
202307	184	10	106508
202307	184	31	25698
202307	184	22	131247
202307	184	40	21771
202307	184	39	65879
202307	184	26	83872
202307	184	34	63786
202307	184	9	26944
202307	184	23	15173
202307	184	8	124525
202307	184	14	63047
202307	184	7	138801
202307	184	3	57073
202307	184	35	32557
202307	184	11	27751
202307	184	25	174300
202307	184	37	11751
202307	184	38	77565
202307	184	36	46476
202307	184	4	106281
202307	184	30	136668
202307	184	16	48652
202307	184	12	35799
202307	184	19	162605
202307	184	21	111247
202307	184	6	95865
202307	184	13	48145
202307	184	24	134507
202307	184	29	47717
202307	184	18	88939
202307	184	1	5775
202307	184	32	44067
202307	184	28	52693
202307	184	2	79322
202307	4	25	117721
202307	4	23	17699
202307	4	40	16685
202307	4	33	65249
202307	4	5	36183
202307	4	34	79942
202307	4	10	70654
202307	4	7	181008
202307	4	37	16868
202307	4	32	44886
202307	4	35	29525
202307	4	27	125943
202307	4	19	70789
202307	4	28	37065
202307	4	3	69215
202307	4	39	74626
202307	4	9	31122
202307	4	12	43382
202307	4	16	31223
202307	4	11	29307
202307	4	14	46462
202307	4	4	88991
202307	4	18	55055
202307	4	15	17512
202307	4	30	110565
202307	4	1	8454
202307	4	36	90061
202307	4	31	33390
202307	4	38	42889
202307	4	21	93423
202307	4	20	77661
202307	4	29	56134
202307	4	26	77760
202307	4	24	126891
202307	4	17	20205
202307	4	13	68803
202307	4	22	127726
202307	4	6	111650
202307	4	2	86468
202307	4	8	99520
202307	116	24	116273
202307	116	10	86168
202307	116	13	55575
202307	116	25	100776
202307	116	11	22301
202307	116	31	28106
202307	116	26	45936
202307	116	20	69549
202307	116	14	66964
202307	116	40	9486
202307	116	5	22938
202307	116	33	74456
202307	116	16	34769
202307	116	34	47744
202307	116	35	32391
202307	116	1	7001
202307	116	8	98922
202307	116	21	53282
202307	116	22	114499
202307	116	6	67150
202307	116	9	36328
202307	116	15	16004
202307	116	29	33922
202307	116	4	131381
202307	116	19	118154
202307	116	17	29329
202307	116	28	37344
202307	116	37	21706
202307	116	30	129046
202307	116	18	78884
202307	116	32	39523
202307	116	23	24086
202307	116	39	75841
202307	116	38	94358
202307	116	36	76136
202307	116	2	103628
202307	116	27	120009
202307	116	7	133627
202307	116	3	78593
202307	116	12	23953
202307	260	5	14208
202307	260	40	8509
202307	260	29	43082
202307	260	24	31630
202307	260	33	44749
202307	260	8	67972
202307	260	3	43648
202307	260	19	65985
202307	260	1	6030
202307	260	35	21278
202307	260	9	19745
202307	260	36	68423
202307	260	13	39342
202307	260	38	62454
202307	260	17	12906
202307	260	4	98611
202307	260	16	29798
202307	260	18	78912
202307	260	12	27575
202307	260	39	55175
202307	260	28	25412
202307	260	37	10372
202307	260	31	16027
202307	260	10	37331
202307	260	11	16565
202307	260	14	20653
202307	260	22	85008
202307	260	25	86264
202307	260	27	38796
202307	260	26	101262
202307	260	32	25977
202307	260	21	40873
202307	260	23	7275
202307	260	15	10746
202307	260	2	46871
202307	260	7	50136
202307	260	34	49066
202307	260	20	51568
202307	260	6	105839
202307	260	30	85052
202307	68	37	16979
202307	68	7	76906
202307	68	4	143360
202307	68	39	99085
202307	68	23	24528
202307	68	18	94309
202307	68	32	34994
202307	68	10	73758
202307	68	24	102288
202307	68	8	64432
202307	68	9	28527
202307	68	35	35208
202307	68	11	30362
202307	68	14	66884
202307	68	40	14435
202307	68	26	83916
202307	68	27	126616
202307	68	16	34148
202307	68	21	97197
202307	68	15	14482
202307	68	6	95041
202307	68	1	11078
202307	68	38	71641
202307	68	33	77086
202307	68	30	84712
202307	68	31	28258
202307	68	3	35823
202307	68	34	79849
202307	68	29	50057
202307	68	2	98917
202307	68	13	34942
202307	68	36	85258
202307	68	19	143161
202307	68	20	65127
202307	68	28	28281
202307	68	25	123396
202307	68	12	22262
202307	68	5	19010
202307	68	22	99766
202307	68	17	35108
202307	220	2	51588
202307	220	21	56601
202307	220	11	24119
202307	220	14	50177
202307	220	20	54997
202307	220	30	40051
202307	220	3	36863
202307	220	10	74785
202307	220	23	5315
202307	220	17	21650
202307	220	9	22965
202307	220	34	61947
202307	220	28	26824
202307	220	15	12673
202307	220	5	15126
202307	220	36	43981
202307	220	35	20172
202307	220	8	62598
202307	220	38	56044
202307	220	12	20679
202307	220	29	32818
202307	220	24	39531
202307	220	13	25172
202307	220	16	22741
202307	220	25	58246
202307	220	18	31076
202307	220	27	66603
202307	220	1	5805
202307	220	22	46596
202307	220	33	39480
202307	220	26	63121
202307	220	4	99187
202307	220	39	27535
202307	220	6	52752
202307	220	32	16138
202307	220	40	9529
202307	220	7	120170
202307	220	37	14895
202307	220	19	64078
202307	220	31	28738
202307	180	35	32950
202307	180	27	101955
202307	180	33	39849
202307	180	37	19405
202307	180	20	32039
202307	180	32	53970
202307	180	24	60238
202307	180	34	33048
202307	180	7	110273
202307	180	40	15372
202307	180	38	76784
202307	180	36	50333
202307	180	22	107526
202307	180	23	17484
202307	180	2	43870
202307	180	8	89025
202307	180	5	23197
202307	180	15	14021
202307	180	9	24212
202307	180	10	114516
202307	180	21	45337
202307	180	18	64982
202307	180	16	38731
202307	180	13	52286
202307	180	4	100513
202307	180	17	26435
202307	180	30	104189
202307	180	14	20508
202307	180	39	36723
202307	180	25	57878
202307	180	1	6085
202307	180	12	17276
202307	180	3	24814
202307	180	6	90515
202307	180	11	28146
202307	180	31	23247
202307	180	28	21012
202307	180	19	101569
202307	180	29	43495
202307	180	26	31383
202307	216	22	48395
202307	216	16	19843
202307	216	9	26637
202307	216	17	19522
202307	216	7	130127
202307	216	5	21730
202307	216	2	45862
202307	216	36	33361
202307	216	20	25342
202307	216	25	81616
202307	216	23	13485
202307	216	18	89628
202307	216	14	44208
202307	216	40	14280
202307	216	12	28893
202307	216	26	70855
202307	216	35	8805
202307	216	11	24563
202307	216	31	19493
202307	216	10	52012
202307	216	37	15350
202307	216	13	50203
202307	216	19	102865
202307	216	6	111278
202307	216	30	103591
202307	216	33	20476
202307	216	4	65043
202307	216	34	37442
202307	216	8	69757
202307	216	15	16647
202307	216	32	11624
202307	216	24	64714
202307	216	1	4836
202307	216	39	46248
202307	216	21	88054
202307	216	28	24545
202307	216	27	42874
202307	216	38	67017
202307	216	29	44192
202307	216	3	56436
202307	200	12	21779
202307	200	6	41677
202307	200	1	8215
202307	200	25	79996
202307	200	19	94488
202307	200	14	65060
202307	200	28	27141
202307	200	15	6883
202307	200	10	63728
202307	200	34	56729
202307	200	32	20600
202307	200	36	57756
202307	200	38	58830
202307	200	17	14426
202307	200	9	24804
202307	200	37	11976
202307	200	21	60605
202307	200	20	26712
202307	200	7	55106
202307	200	18	49332
202307	200	11	13621
202307	200	24	57302
202307	200	29	71329
202307	200	5	19647
202307	200	4	108869
202307	200	8	40990
202307	200	40	13168
202307	200	22	49593
202307	200	2	42326
202307	200	3	41862
202307	200	27	54642
202307	200	13	29998
202307	200	26	81510
202307	200	31	15856
